lsoa_cd,lsoa_nm,lsoa_kmsq,canopy_kmsq,canopy_per,la_cd,la_nm
E01003971,Southwark 015D,63728.7,12851.768,20.166,E09000028,Southwark
E01003972,Southwark 016D,72839,10802.157,14.83,E09000028,Southwark
E01003973,Southwark 016E,88479.8,13820.615,15.62,E09000028,Southwark
E01003974,Southwark 015E,55728.5,8867.786,15.912,E09000028,Southwark
E01003975,Southwark 004A,81795.6,6163.756,7.536,E09000028,Southwark
E01003976,Southwark 003A,119987,12059.014,10.05,E09000028,Southwark
E01003977,Southwark 010A,129220,18064.663,13.98,E09000028,Southwark
E01003978,Southwark 004B,138468,22343.357,16.136,E09000028,Southwark
E01003979,Southwark 006E,167270,16200.295,9.685,E09000028,Southwark
E01003980,Southwark 013A,193966,19435.416,10.02,E09000028,Southwark
E01003981,Southwark 006F,190394,10590.216,5.562,E09000028,Southwark
E01003983,Southwark 018A,117299,10888.212,9.282,E09000028,Southwark
E01003984,Southwark 023A,164704,16173.898,9.82,E09000028,Southwark
E01003986,Southwark 011A,180330,20922.175,11.602,E09000028,Southwark
E01003987,Southwark 011B,137288,17165.583,12.503,E09000028,Southwark
E01003988,Southwark 018B,386388,24482.259,6.336,E09000028,Southwark
E01003989,Southwark 018C,245190,11669.982,4.76,E09000028,Southwark
E01003990,Southwark 018D,142986,16400.184,11.47,E09000028,Southwark
E01003991,Southwark 017C,78892.3,18705.392,23.71,E09000028,Southwark
E01003992,Southwark 014A,73699.9,11131.88,15.104,E09000028,Southwark
E01003993,Southwark 017D,85841.6,15231.988,17.744,E09000028,Southwark
E01003994,Southwark 012E,141286,13028.689,9.222,E09000028,Southwark
E01003995,Southwark 014B,64268.7,7113.159,11.068,E09000028,Southwark
E01003997,Southwark 017E,76314.1,11823.116,15.493,E09000028,Southwark
E01003998,Southwark 014D,93563,15307.379,16.361,E09000028,Southwark
E01003999,Southwark 014E,87993.9,19628.704,22.307,E09000028,Southwark
E01004000,Southwark 026A,162261,27772.495,17.116,E09000028,Southwark
E01004001,Southwark 026B,195362,88986.832,45.55,E09000028,Southwark
E01004002,Southwark 029A,337317,87598.882,25.969,E09000028,Southwark
E01004003,Southwark 023B,126203,14126.418,11.193,E09000028,Southwark
E01004004,Southwark 023C,195880,27330.264,13.953,E09000028,Southwark
E01004005,Southwark 023D,153658,19047.266,12.396,E09000028,Southwark
E01004006,Southwark 023E,151325,13952.109,9.22,E09000028,Southwark
E01004007,Southwark 018E,79968.4,10201.056,12.756,E09000028,Southwark
E01004008,Southwark 022B,100275,6483.226,6.465,E09000028,Southwark
E01004010,Southwark 022D,128618,16906.34,13.145,E09000028,Southwark
E01004011,Southwark 019B,114216,7006.109,6.134,E09000028,Southwark
E01004012,Southwark 019C,140819,21109.749,14.991,E09000028,Southwark
E01004013,Southwark 019D,104586,6030.016,5.766,E09000028,Southwark
E01004014,Southwark 019E,91536.1,9034.506,9.87,E09000028,Southwark
E01004015,Southwark 028C,572093,121537.665,21.244,E09000028,Southwark
E01004016,Southwark 029B,571210,107644.975,18.845,E09000028,Southwark
E01004017,Southwark 029C,355551,138583.041,38.977,E09000028,Southwark
E01004018,Southwark 032E,269891,72120.404,26.722,E09000028,Southwark
E01004019,Southwark 026C,136898,18807.008,13.738,E09000028,Southwark
E01004020,Southwark 029D,195811,45493.849,23.234,E09000028,Southwark
E01004021,Southwark 028D,151737,20730.48,13.662,E09000028,Southwark
E01004022,Southwark 004C,263730,38472.848,14.588,E09000028,Southwark
E01004023,Southwark 004D,144710,25219.108,17.427,E09000028,Southwark
E01004024,Southwark 011C,120401,35208.834,29.243,E09000028,Southwark
E01004027,Southwark 003E,410946,18895.054,4.598,E09000028,Southwark
E01004028,Southwark 004E,119767,16611.418,13.87,E09000028,Southwark
E01004029,Southwark 001A,162621,26826.629,16.496,E09000028,Southwark
E01004030,Southwark 007A,161091,19341.38,12.006,E09000028,Southwark
E01004031,Southwark 007B,426203,91087.045,21.372,E09000028,Southwark
E01004032,Southwark 001B,136603,33502.134,24.525,E09000028,Southwark
E01004033,Southwark 007C,145315,21221.358,14.604,E09000028,Southwark
E01004034,Southwark 007D,139526,67195.221,48.16,E09000028,Southwark
E01004035,Southwark 011D,224253,65636.804,29.269,E09000028,Southwark
E01004036,Southwark 007E,96775.2,16329.704,16.874,E09000028,Southwark
E01004037,Southwark 010B,148247,18612.207,12.555,E09000028,Southwark
E01004038,Southwark 010C,214600,32050.046,14.935,E09000028,Southwark
E01004039,Southwark 013B,85578.6,13839.324,16.171,E09000028,Southwark
E01004040,Southwark 013C,110251,13348.437,12.107,E09000028,Southwark
E01004041,Southwark 013D,76835.1,9779.64,12.728,E09000028,Southwark
E01004042,Southwark 010D,147845,17683.255,11.961,E09000028,Southwark
E01004043,Southwark 010E,119471,25313.373,21.188,E09000028,Southwark
E01004044,Southwark 013E,70356.8,16133.492,22.931,E09000028,Southwark
E01004045,Southwark 027A,62408.8,11396.781,18.261,E09000028,Southwark
E01004046,Southwark 028E,147832,20364.648,13.776,E09000028,Southwark
E01004047,Southwark 027B,101169,19195.365,18.974,E09000028,Southwark
E01004048,Southwark 027C,404128,63136.851,15.623,E09000028,Southwark
E01004049,Southwark 027D,107294,23662.32,22.054,E09000028,Southwark
E01004050,Southwark 024D,184592,60993.011,33.042,E09000028,Southwark
E01004051,Southwark 027E,151131,27832.194,18.416,E09000028,Southwark
E01004052,Southwark 024E,172913,31645.445,18.301,E09000028,Southwark
E01004053,Southwark 001C,233345,32265.221,13.827,E09000028,Southwark
E01004054,Southwark 001D,249108,13358.1,5.362,E09000028,Southwark
E01004055,Southwark 001E,196959,67159.207,34.098,E09000028,Southwark
E01004056,Southwark 008A,343018,16638.281,4.851,E09000028,Southwark
E01004057,Southwark 008B,243652,68039.373,27.925,E09000028,Southwark
E01004058,Southwark 008C,223641,7743.203,3.462,E09000028,Southwark
E01004059,Southwark 008D,313590,49523.211,15.792,E09000028,Southwark
E01004060,Southwark 008E,97816.4,19204.487,19.633,E09000028,Southwark
E01004061,Southwark 025A,208861,29211.473,13.986,E09000028,Southwark
E01004062,Southwark 025B,166314,13639.822,8.201,E09000028,Southwark
E01004063,Southwark 025C,175791,11964.958,6.806,E09000028,Southwark
E01004064,Southwark 026D,163743,20039.744,12.239,E09000028,Southwark
E01004065,Southwark 025D,112290,11462.332,10.208,E09000028,Southwark
E01004066,Southwark 025E,142543,15992.639,11.22,E09000028,Southwark
E01004067,Southwark 022E,232594,18429.734,7.924,E09000028,Southwark
E01004068,Southwark 026E,187462,23226.187,12.39,E09000028,Southwark
E01004069,Southwark 031A,917034,231935.438,25.292,E09000028,Southwark
E01004070,Southwark 031B,321635,75943.232,23.612,E09000028,Southwark
E01004071,Southwark 030D,125677,14361.432,11.427,E09000028,Southwark
E01004072,Southwark 030E,281754,33051.241,11.731,E09000028,Southwark
E01004073,Southwark 031C,199674,44800.92,22.437,E09000028,Southwark
E01004074,Southwark 031D,353534,77339.723,21.876,E09000028,Southwark
E01004075,Southwark 031E,588958,156445.596,26.563,E09000028,Southwark
E01004076,Sutton 011A,3431210,269850.16,7.865,E09000029,Sutton
E01004077,Sutton 011B,264066,42859.933,16.231,E09000029,Sutton
E01004078,Sutton 011C,322711,36090.005,11.183,E09000029,Sutton
E01004079,Sutton 011D,320455,62012.038,19.351,E09000029,Sutton
E01004080,Sutton 011E,295426,31999.675,10.832,E09000029,Sutton
E01004081,Sutton 011F,170072,19028.415,11.188,E09000029,Sutton
E01004082,Sutton 011G,175644,7767.162,4.422,E09000029,Sutton
E01004083,Sutton 019A,245764,15072.69,6.133,E09000029,Sutton
E01004084,Sutton 024A,508142,119263.946,23.471,E09000029,Sutton
E01004085,Sutton 024B,808855,200865.269,24.833,E09000029,Sutton
E01004086,Sutton 019B,558607,49870.004,8.928,E09000029,Sutton
E01004087,Sutton 017A,358468,70892.524,19.777,E09000029,Sutton
E01004088,Sutton 019C,468966,19412.229,4.139,E09000029,Sutton
E01004089,Sutton 019D,112265,4858.13,4.327,E09000029,Sutton
E01004090,Sutton 021A,189302,34965.985,18.471,E09000029,Sutton
E01004091,Sutton 022A,374411,81520.615,21.773,E09000029,Sutton
E01004092,Sutton 022B,648819,170454.692,26.272,E09000029,Sutton
E01004093,Sutton 025A,402937,56046.501,13.909,E09000029,Sutton
E01004094,Sutton 025B,277762,74070.886,26.667,E09000029,Sutton
E01004095,Sutton 025C,290071,52918.346,18.243,E09000029,Sutton
E01004096,Sutton 021B,153797,34685.253,22.553,E09000029,Sutton
E01004097,Sutton 015A,272064,54484.771,20.026,E09000029,Sutton
E01004098,Sutton 015B,223371,56583.847,25.332,E09000029,Sutton
E01004099,Sutton 015C,388566,84442.65,21.732,E09000029,Sutton
E01004100,Sutton 015D,351336,74237.74,21.13,E09000029,Sutton
E01004101,Sutton 013A,223939,40645.334,18.15,E09000029,Sutton
E01004102,Sutton 015E,391672,84257.326,21.512,E09000029,Sutton
E01004103,Sutton 013B,175637,27360.19,15.578,E09000029,Sutton
E01004104,Sutton 020A,368199,71719.413,19.478,E09000029,Sutton
E01004105,Sutton 022C,384448,73690.715,19.168,E09000029,Sutton
E01004106,Sutton 022D,813869,271783.153,33.394,E09000029,Sutton
E01004107,Sutton 020B,242096,38654.279,15.967,E09000029,Sutton
E01004108,Sutton 024C,4582130,805487.358,17.579,E09000029,Sutton
E01004109,Sutton 024D,665215,171589.805,25.795,E09000029,Sutton
E01004110,Sutton 016A,310452,56258.638,18.122,E09000029,Sutton
E01004111,Sutton 016B,476722,72433.243,15.194,E09000029,Sutton
E01004112,Sutton 016C,524374,99125.468,18.904,E09000029,Sutton
E01004114,Sutton 025D,1543740,426736.57,27.643,E09000029,Sutton
E01004115,Sutton 009A,259594,25826.261,9.949,E09000029,Sutton
E01004116,Sutton 008A,323147,49188.816,15.222,E09000029,Sutton
E01004117,Sutton 006A,255034,31939.463,12.524,E09000029,Sutton
E01004118,Sutton 009B,271311,28078.199,10.349,E09000029,Sutton
E01004119,Sutton 009C,255879,26481.882,10.349,E09000029,Sutton
E01004120,Sutton 016D,288686,46575.128,16.133,E09000029,Sutton
E01004121,Sutton 006B,253205,32989.184,13.029,E09000029,Sutton
E01004122,Sutton 008B,259180,41183.555,15.89,E09000029,Sutton
E01004123,Sutton 002A,406995,31935.11,7.847,E09000029,Sutton
E01004124,Sutton 002B,183729,17773.506,9.674,E09000029,Sutton
E01004125,Sutton 001A,138717,14061.961,10.137,E09000029,Sutton
E01004126,Sutton 002C,128592,12418.77,9.657,E09000029,Sutton
E01004127,Sutton 005A,206171,16523.636,8.015,E09000029,Sutton
E01004128,Sutton 002D,170784,12728.175,7.453,E09000029,Sutton
E01004129,Sutton 002E,264696,37157.098,14.038,E09000029,Sutton
E01004130,Sutton 003A,675874,84781.061,12.544,E09000029,Sutton
E01004131,Sutton 003B,205318,26791.13,13.049,E09000029,Sutton
E01004132,Sutton 009D,171049,17394.978,10.17,E09000029,Sutton
E01004133,Sutton 009E,191488,19107.304,9.978,E09000029,Sutton
E01004134,Sutton 003C,219061,21181.459,9.669,E09000029,Sutton
E01004135,Sutton 003D,276807,42910.001,15.502,E09000029,Sutton
E01004136,Sutton 003E,241407,21110.894,8.745,E09000029,Sutton
E01004137,Sutton 012A,231738,29169.611,12.587,E09000029,Sutton
E01004138,Sutton 013C,168893,19082.335,11.298,E09000029,Sutton
E01004139,Sutton 013D,154577,22128.649,14.316,E09000029,Sutton
E01004140,Sutton 012B,132246,10043.674,7.595,E09000029,Sutton
E01004141,Sutton 012C,120357,14011.703,11.642,E09000029,Sutton
E01004142,Sutton 012D,383509,19158.692,4.996,E09000029,Sutton
E01004143,Sutton 014A,118234,9790.568,8.281,E09000029,Sutton
E01004144,Sutton 007A,407085,93750.161,23.03,E09000029,Sutton
E01004145,Sutton 007B,458294,64021.664,13.97,E09000029,Sutton
E01004146,Sutton 007C,214287,36375.683,16.975,E09000029,Sutton
E01004147,Sutton 007D,286713,39791.311,13.878,E09000029,Sutton
E01004148,Sutton 014B,234791,43307.933,18.445,E09000029,Sutton
E01004149,Sutton 012E,273786,42751.847,15.615,E09000029,Sutton
E01004150,Sutton 021C,161303,31365.774,19.445,E09000029,Sutton
E01004151,Sutton 021D,201013,53404.128,26.567,E09000029,Sutton
E01004152,Sutton 018A,204958,38753.72,18.908,E09000029,Sutton
E01004153,Sutton 021E,172818,44832.662,25.942,E09000029,Sutton
E01004154,Sutton 022E,340703,73033.257,21.436,E09000029,Sutton
E01004155,Sutton 018B,191414,31622.544,16.52,E09000029,Sutton
E01004156,Sutton 018C,207705,32346.381,15.573,E09000029,Sutton
E01004157,Sutton 016E,261681,57134.925,21.834,E09000029,Sutton
E01004158,Sutton 018D,238330,57680.646,24.202,E09000029,Sutton
E01004159,Sutton 014C,340988,38078.272,11.167,E09000029,Sutton
E01004160,Sutton 014D,225595,29553.562,13.1,E09000029,Sutton
E01004161,Sutton 014E,326715,68429.311,20.945,E09000029,Sutton
E01004162,Sutton 018E,178034,22137.662,12.435,E09000029,Sutton
E01004163,Sutton 005B,216459,27850.976,12.867,E09000029,Sutton
E01004164,Sutton 004A,234769,42160.318,17.958,E09000029,Sutton
E01004165,Sutton 005C,250284,35958.885,14.367,E09000029,Sutton
E01004166,Sutton 004B,246914,77918.74,31.557,E09000029,Sutton
E01004167,Sutton 005D,163890,16342.792,9.972,E09000029,Sutton
E01004168,Sutton 013E,224812,19053.775,8.475,E09000029,Sutton
E01004169,Sutton 004C,144953,34183.39,23.582,E09000029,Sutton
E01004170,Sutton 017B,251358,33362.731,13.273,E09000029,Sutton
E01004171,Sutton 010A,367708,89977.829,24.47,E09000029,Sutton
E01004172,Sutton 010B,178784,35617.69,19.922,E09000029,Sutton
E01004173,Sutton 010C,226171,46353.053,20.495,E09000029,Sutton
E01004174,Sutton 017C,171194,32885.711,19.21,E09000029,Sutton
E01004175,Sutton 010D,260347,81568.811,31.331,E09000029,Sutton
E01004176,Sutton 010E,161204,20578.094,12.765,E09000029,Sutton
E01004177,Sutton 020C,222493,29897.052,13.437,E09000029,Sutton
E01004178,Sutton 017D,241930,26718.483,11.044,E09000029,Sutton
E01004179,Sutton 017E,229799,31677.215,13.785,E09000029,Sutton
E01004180,Sutton 020D,596941,136123.635,22.804,E09000029,Sutton
E01004181,Sutton 020E,280749,53072.904,18.904,E09000029,Sutton
E01004182,Sutton 019E,147390,18833.739,12.778,E09000029,Sutton
E01004183,Sutton 001B,213071,40119.373,18.829,E09000029,Sutton
E01004184,Sutton 001C,276327,40556.793,14.677,E09000029,Sutton
E01004185,Sutton 001D,403389,106027.201,26.284,E09000029,Sutton
E01004186,Sutton 004D,299187,43418.011,14.512,E09000029,Sutton
E01004187,Sutton 005E,174271,24279.859,13.932,E09000029,Sutton
E01004188,Sutton 004E,352433,54207.472,15.381,E09000029,Sutton
E01004189,Sutton 001E,336045,75061.435,22.337,E09000029,Sutton
E01004190,Sutton 008C,264195,41147.778,15.575,E09000029,Sutton
E01004191,Sutton 008D,245268,25279.139,10.307,E09000029,Sutton
E01004192,Sutton 006C,390102,51558.299,13.217,E09000029,Sutton
E01004193,Sutton 006D,371202,39656.033,10.683,E09000029,Sutton
E01004194,Sutton 008E,204970,17598.901,8.586,E09000029,Sutton
E01004195,Sutton 006E,236944,31505.054,13.296,E09000029,Sutton
E01004196,Sutton 008F,244384,29213.467,11.954,E09000029,Sutton
E01004197,Tower Hamlets 002A,169927,26469.413,15.577,E09000030,Tower Hamlets
E01004198,Tower Hamlets 002B,94969,16803.901,17.694,E09000030,Tower Hamlets
E01004199,Tower Hamlets 002C,69013.6,6921.533,10.029,E09000030,Tower Hamlets
E01004200,Tower Hamlets 005A,57320.5,7071.314,12.336,E09000030,Tower Hamlets
E01004201,Tower Hamlets 002D,129815,47080.556,36.267,E09000030,Tower Hamlets
E01004202,Tower Hamlets 005B,112183,5585.123,4.979,E09000030,Tower Hamlets
E01004203,Tower Hamlets 005C,105158,25757.06,24.494,E09000030,Tower Hamlets
E01004204,Tower Hamlets 005D,84457.9,11123.56,13.171,E09000030,Tower Hamlets
E01004205,Tower Hamlets 013A,135111,17111.159,12.665,E09000030,Tower Hamlets
E01004206,Tower Hamlets 013B,76991.2,12103.897,15.721,E09000030,Tower Hamlets
E01004207,Tower Hamlets 011A,68526.4,11206.772,16.354,E09000030,Tower Hamlets
E01004208,Tower Hamlets 013C,161871,18203.306,11.246,E09000030,Tower Hamlets
E01004209,Tower Hamlets 011B,80420.5,13038.748,16.213,E09000030,Tower Hamlets
E01004211,Tower Hamlets 013D,164664,24265.691,14.736,E09000030,Tower Hamlets
E01004212,Tower Hamlets 011D,87755.4,19468.657,22.185,E09000030,Tower Hamlets
E01004214,Tower Hamlets 030A,125717,2929.822,2.33,E09000030,Tower Hamlets
E01004215,Tower Hamlets 028A,301496,38479.94,12.763,E09000030,Tower Hamlets
E01004216,Tower Hamlets 030B,152201,6632.105,4.357,E09000030,Tower Hamlets
E01004217,Tower Hamlets 030C,455676,102505.345,22.495,E09000030,Tower Hamlets
E01004218,Tower Hamlets 030D,332324,9373.746,2.821,E09000030,Tower Hamlets
E01004219,Tower Hamlets 028B,199466,16370.256,8.207,E09000030,Tower Hamlets
E01004221,Tower Hamlets 028D,247926,7966.428,3.213,E09000030,Tower Hamlets
E01004222,Tower Hamlets 001A,138202,14307.188,10.352,E09000030,Tower Hamlets
E01004223,Tower Hamlets 001B,592376,173162.276,29.232,E09000030,Tower Hamlets
E01004224,Tower Hamlets 001C,438531,39030.846,8.9,E09000030,Tower Hamlets
E01004225,Tower Hamlets 004A,125449,17258.086,13.757,E09000030,Tower Hamlets
E01004226,Tower Hamlets 001D,92633.5,15509.482,16.743,E09000030,Tower Hamlets
E01004228,Tower Hamlets 003A,126833,19949.195,15.729,E09000030,Tower Hamlets
E01004229,Tower Hamlets 004C,104200,14982.83,14.379,E09000030,Tower Hamlets
E01004230,Tower Hamlets 003B,157938,29271.989,18.534,E09000030,Tower Hamlets
E01004231,Tower Hamlets 004D,108465,20594.35,18.987,E09000030,Tower Hamlets
E01004232,Tower Hamlets 003C,193387,43205.55,22.341,E09000030,Tower Hamlets
E01004233,Tower Hamlets 003D,83155.8,10605.635,12.754,E09000030,Tower Hamlets
E01004234,Tower Hamlets 003E,573205,218604.224,38.137,E09000030,Tower Hamlets
E01004235,Tower Hamlets 008A,39627.1,4831.238,12.192,E09000030,Tower Hamlets
E01004236,Tower Hamlets 008B,102244,10547.592,10.316,E09000030,Tower Hamlets
E01004237,Tower Hamlets 008C,65315.1,8509.145,13.028,E09000030,Tower Hamlets
E01004238,Tower Hamlets 008D,355113,28378.355,7.991,E09000030,Tower Hamlets
E01004239,Tower Hamlets 008E,106756,11646.207,10.909,E09000030,Tower Hamlets
E01004240,Tower Hamlets 012A,86564.2,23268.661,26.88,E09000030,Tower Hamlets
E01004241,Tower Hamlets 012B,116776,19388.189,16.603,E09000030,Tower Hamlets
E01004242,Tower Hamlets 012C,201755,11665.091,5.782,E09000030,Tower Hamlets
E01004243,Tower Hamlets 020A,116535,8810.777,7.561,E09000030,Tower Hamlets
E01004244,Tower Hamlets 020B,137420,15926.36,11.59,E09000030,Tower Hamlets
E01004245,Tower Hamlets 018A,240733,9999.528,4.154,E09000030,Tower Hamlets
E01004246,Tower Hamlets 018B,203503,16812.933,8.262,E09000030,Tower Hamlets
E01004247,Tower Hamlets 020C,119123,13644.313,11.454,E09000030,Tower Hamlets
E01004248,Tower Hamlets 018C,116358,5465.891,4.697,E09000030,Tower Hamlets
E01004249,Tower Hamlets 018D,190716,18006.873,9.442,E09000030,Tower Hamlets
E01004250,Tower Hamlets 020D,99831.2,9708.923,9.725,E09000030,Tower Hamlets
E01004251,Tower Hamlets 023A,127344,18866.13,14.815,E09000030,Tower Hamlets
E01004252,Tower Hamlets 024A,160950,18513.774,11.503,E09000030,Tower Hamlets
E01004253,Tower Hamlets 024B,152567,21289.966,13.955,E09000030,Tower Hamlets
E01004254,Tower Hamlets 023B,184427,28053.437,15.211,E09000030,Tower Hamlets
E01004255,Tower Hamlets 023C,93887.8,10566.696,11.255,E09000030,Tower Hamlets
E01004256,Tower Hamlets 024C,143140,17955.804,12.544,E09000030,Tower Hamlets
E01004257,Tower Hamlets 024D,125632,20284.56,16.146,E09000030,Tower Hamlets
E01004258,Tower Hamlets 023D,153885,24454.356,15.891,E09000030,Tower Hamlets
E01004259,Tower Hamlets 007A,133233,16941.123,12.715,E09000030,Tower Hamlets
E01004260,Tower Hamlets 007B,98181.5,21476.966,21.875,E09000030,Tower Hamlets
E01004261,Tower Hamlets 010A,166164,34535.787,20.784,E09000030,Tower Hamlets
E01004262,Tower Hamlets 010B,146865,18789.591,12.794,E09000030,Tower Hamlets
E01004263,Tower Hamlets 007C,81495,17044.4,20.915,E09000030,Tower Hamlets
E01004264,Tower Hamlets 010C,60756.1,13442.517,22.125,E09000030,Tower Hamlets
E01004266,Tower Hamlets 007D,82141.6,9618.836,11.71,E09000030,Tower Hamlets
E01004267,Tower Hamlets 012D,210733,55392.141,26.285,E09000030,Tower Hamlets
E01004268,Tower Hamlets 012E,51632.9,9571.604,18.538,E09000030,Tower Hamlets
E01004269,Tower Hamlets 014A,155115,50318.417,32.439,E09000030,Tower Hamlets
E01004270,Tower Hamlets 014B,293340,77657.985,26.474,E09000030,Tower Hamlets
E01004271,Tower Hamlets 014C,95904.8,12675.34,13.217,E09000030,Tower Hamlets
E01004272,Tower Hamlets 014D,94687.6,6821.127,7.204,E09000030,Tower Hamlets
E01004273,Tower Hamlets 014E,168599,14351.036,8.512,E09000030,Tower Hamlets
E01004274,Tower Hamlets 031A,84844.7,9893.417,11.661,E09000030,Tower Hamlets
E01004275,Tower Hamlets 031B,138790,24656.042,17.765,E09000030,Tower Hamlets
E01004276,Tower Hamlets 031C,192093,8366.637,4.356,E09000030,Tower Hamlets
E01004277,Tower Hamlets 033A,524153,18804.907,3.588,E09000030,Tower Hamlets
E01004280,Tower Hamlets 032A,178842,22119.553,12.368,E09000030,Tower Hamlets
E01004281,Tower Hamlets 031D,125657,30073.094,23.933,E09000030,Tower Hamlets
E01004283,Tower Hamlets 016A,151082,35022.607,23.181,E09000030,Tower Hamlets
E01004284,Tower Hamlets 019A,190774,26408.274,13.843,E09000030,Tower Hamlets
E01004285,Tower Hamlets 019B,124644,13261.449,10.639,E09000030,Tower Hamlets
E01004286,Tower Hamlets 019C,156120,19368.968,12.406,E09000030,Tower Hamlets
E01004287,Tower Hamlets 016B,85284.1,10486.386,12.296,E09000030,Tower Hamlets
E01004288,Tower Hamlets 019D,102759,25339.366,24.659,E09000030,Tower Hamlets
E01004289,Tower Hamlets 016C,104869,17302.034,16.499,E09000030,Tower Hamlets
E01004290,Tower Hamlets 016D,102635,16260.362,15.843,E09000030,Tower Hamlets
E01004291,Tower Hamlets 027A,226370,17595.401,7.773,E09000030,Tower Hamlets
E01004292,Tower Hamlets 026A,149990,23783.586,15.857,E09000030,Tower Hamlets
E01004293,Tower Hamlets 027B,483675,41816.34,8.646,E09000030,Tower Hamlets
E01004294,Tower Hamlets 026B,213271,18146.599,8.509,E09000030,Tower Hamlets
E01004295,Tower Hamlets 026C,81396.9,14635.918,17.981,E09000030,Tower Hamlets
E01004296,Tower Hamlets 026D,135133,23931.867,17.71,E09000030,Tower Hamlets
E01004297,Tower Hamlets 027C,215857,9003.814,4.171,E09000030,Tower Hamlets
E01004298,Tower Hamlets 022A,91765,7235.62,7.885,E09000030,Tower Hamlets
E01004300,Tower Hamlets 022B,52258.4,5666.014,10.842,E09000030,Tower Hamlets
E01004301,Tower Hamlets 025B,81902.9,11833.63,14.448,E09000030,Tower Hamlets
E01004302,Tower Hamlets 025C,49728.6,4792.712,9.638,E09000030,Tower Hamlets
E01004303,Tower Hamlets 025D,256452,37608.755,14.665,E09000030,Tower Hamlets
E01004304,Tower Hamlets 022C,102965,6224.876,6.046,E09000030,Tower Hamlets
E01004305,Tower Hamlets 022D,91136.4,10162.825,11.151,E09000030,Tower Hamlets
E01004306,Tower Hamlets 015A,121772,14889.629,12.227,E09000030,Tower Hamlets
E01004307,Tower Hamlets 015B,214654,9089.053,4.234,E09000030,Tower Hamlets
E01004308,Tower Hamlets 015C,83357.6,14235.508,17.078,E09000030,Tower Hamlets
E01004309,Tower Hamlets 015D,126709,12752.403,10.064,E09000030,Tower Hamlets
E01004310,Tower Hamlets 015E,91907.7,4782.664,5.204,E09000030,Tower Hamlets
E01004311,Tower Hamlets 006A,84740.3,17313.274,20.431,E09000030,Tower Hamlets
E01004312,Tower Hamlets 009A,68737.4,11642.903,16.938,E09000030,Tower Hamlets
E01004313,Tower Hamlets 009B,82073.1,13401.012,16.328,E09000030,Tower Hamlets
E01004314,Tower Hamlets 006B,83243.7,15696.018,18.856,E09000030,Tower Hamlets
E01004315,Tower Hamlets 006C,95604.5,15968.188,16.702,E09000030,Tower Hamlets
E01004316,Tower Hamlets 009C,35212.4,2889.595,8.206,E09000030,Tower Hamlets
E01004317,Tower Hamlets 009D,270483,33609.435,12.426,E09000030,Tower Hamlets
E01004318,Tower Hamlets 006D,58666.8,11010.085,18.767,E09000030,Tower Hamlets
E01004319,Tower Hamlets 021A,89717.4,9034.492,10.07,E09000030,Tower Hamlets
E01004321,Tower Hamlets 021C,104225,6083.851,5.837,E09000030,Tower Hamlets
E01004322,Tower Hamlets 017A,141790,11540.735,8.139,E09000030,Tower Hamlets
E01004323,Tower Hamlets 017B,70667.2,11891.791,16.828,E09000030,Tower Hamlets
E01004324,Tower Hamlets 017C,76107,8415.087,11.057,E09000030,Tower Hamlets
E01004325,Tower Hamlets 021D,136599,4053.585,2.968,E09000030,Tower Hamlets
E01004326,Tower Hamlets 017D,83744.2,12730.09,15.201,E09000030,Tower Hamlets
E01004327,Waltham Forest 028A,117003,24487.121,20.929,E09000031,Waltham Forest
E01004328,Waltham Forest 028B,103214,12896.475,12.495,E09000031,Waltham Forest
E01004329,Waltham Forest 028C,116045,20138.774,17.354,E09000031,Waltham Forest
E01004330,Waltham Forest 028D,95338.8,14081.688,14.77,E09000031,Waltham Forest
E01004331,Waltham Forest 028E,106197,15688.693,14.773,E09000031,Waltham Forest
E01004332,Waltham Forest 028F,115034,15123.962,13.147,E09000031,Waltham Forest
E01004333,Waltham Forest 024A,99758.2,19657.522,19.705,E09000031,Waltham Forest
E01004334,Waltham Forest 024B,107268,14652.833,13.66,E09000031,Waltham Forest
E01004335,Waltham Forest 027A,119912,18745.105,15.632,E09000031,Waltham Forest
E01004336,Waltham Forest 026A,216522,39957.645,18.454,E09000031,Waltham Forest
E01004337,Waltham Forest 027B,114227,15100.355,13.22,E09000031,Waltham Forest
E01004338,Waltham Forest 027C,91115.4,14913.189,16.367,E09000031,Waltham Forest
E01004339,Waltham Forest 027D,104172,15904.109,15.267,E09000031,Waltham Forest
E01004340,Waltham Forest 027E,260274,42070.65,16.164,E09000031,Waltham Forest
E01004341,Waltham Forest 027F,150410,19394.517,12.894,E09000031,Waltham Forest
E01004342,Waltham Forest 011A,359477,67992.95,18.914,E09000031,Waltham Forest
E01004343,Waltham Forest 008A,273475,61796.187,22.597,E09000031,Waltham Forest
E01004344,Waltham Forest 008B,382321,47993.41,12.553,E09000031,Waltham Forest
E01004345,Waltham Forest 010A,141869,30118.404,21.23,E09000031,Waltham Forest
E01004346,Waltham Forest 011B,185149,46915.742,25.339,E09000031,Waltham Forest
E01004347,Waltham Forest 011C,230059,41645.358,18.102,E09000031,Waltham Forest
E01004348,Waltham Forest 010B,269351,35758.101,13.276,E09000031,Waltham Forest
E01004349,Waltham Forest 001A,637009,324455.235,50.934,E09000031,Waltham Forest
E01004350,Waltham Forest 001B,315376,71723.029,22.742,E09000031,Waltham Forest
